"Id","employer_category","job_category","EMPLOYEE_COUNT","Terms_of_emp","Eco_sect","work_description","Job_dep","Working_hours","WORK_CONDITION","EMOLUMENT"
48636,"ct_9","O","tr_6","CDI","NZ","534a","67",2175,"C",18069
48644,"ct_8","O","tr_5","CDI","QB","434b","57",964,"P",17989
48646,"ct_9","O","tr_1","CDI","HZ","546b","57",1734,"C",16330
48650,"ct_9","O","tr_1","CDI","GZ","554c","67",1911,"C",22571
48655,"ct_9","O","tr_5","CDI","CM","483a","57",1827,"C",35869
48663,"ct_1","O","tr_3","CDI","OZ","524b","57",1820,"C",37461
48668,"ct_6","O","tr_1","CDI","HZ","642a","57",1475,"C",8135
48669,"ct_8","O","tr_6","CDI","OZ","545d","57",1728,"C",19936
48671,"ct_9","O","tr_1","TTP","NZ","621b","54",1428,"N",22025
48673,"ct_9","O","tr_6","CDI","HZ","546b","57",1596,"C",23972
48675,"ct_9","O","tr_5","CDI","GZ","374a","77",1820,"C",57666
48678,"ct_9","O","tr_6","CDI","GZ","636a","57",1568,"C",14796
48705,"ct_9","O","tr_3","CDI","GZ","487b","57",1652,"C",21838
48712,"ct_9","O","tr_3","CDI","GZ","462b","57",1757,"C",18969
48718,"ct_9","O","tr_5","CDI","HZ","654b","57",1504,"C",38748
48719,"ct_9","O","tr_1","CDI","FZ","621d","88",1151,"C",11630
48724,"ct_9","O","tr_6","CDI","GZ","552a","57",244,"P",4013
48727,"ct_3","O","tr_6","AUT","QA","632k","57",1820,"C",22126
48729,"ct_9","O","tr_4","CDI","HZ","643a","57",2427,"C",31882
48731,"ct_9","O","tr_6","CDI","HZ","652a","57",1888,"C",22065
48740,"ct_8","O","tr_6","CDI","QA","431f","57",1729,"C",20077
48741,"ct_9","O","tr_1","CDI","DZ","374c","54",1839,"C",46083
48742,"ct_9","O","tr_0","CDI","NZ","534a","57",324,"C",2337
48749,"ct_9","O","tr_1","CDI","CG","484b","57",1652,"C",32420
48754,"ct_2","O","tr_6","CDI","OZ","524c","57",2028,"C",21495
48761,"ct_9","O","tr_4","CDI","HZ","372c","57",1820,"C",60290
48773,"ct_9","O","tr_6","CDI","KZ","467a","57",1820,"C",32356
48774,"ct_1","O","tr_5","CDI","OZ","333e","57",1820,"C",40542
48778,"ct_9","O","tr_2","CDI","CC","627f","57",1758,"C",23416
48789,"ct_5","O","tr_3","CDI","DZ","478d","57",1822,"C",22474
48792,"ct_9","O","tr_5","CDI","CM","628a","57",1322,"C",13403
48805,"ct_9","O","tr_3","CDI","QA","526e","57",1905,"C",19256
48808,"ct_9","O","tr_6","CDI","KZ","545c","93",1575,"C",46557
48810,"ct_9","O","tr_6","CDI","HZ","546a","57",1617,"C",26181
48814,"ct_6","O","tr_1","CDI","LZ","463e","57",292,"C",13108
48815,"ct_8","O","tr_3","CDI","QB","434e","54",1116,"P",17396
48816,"ct_9","O","tr_3","CDI","GZ","543c","57",1822,"P",23230
48823,"ct_9","O","tr_1","CDI","NZ","542a","57",1713,"C",18565
48826,"ct_3","O","tr_6","CDD","QA","526a","57",1472,"P",11103
48827,"ct_6","O","tr_1","CDI","HZ","641a","57",1109,"C",12559
48842,"ct_9","O","tr_6","CDI","CH","475b","57",1280,"C",33151
48848,"ct_8","O","tr_4","CDI","QA","387e","57",1742,"C",35555
48852,"ct_9","O","tr_6","CDI","CL","628a","57",1512,"C",25857
48865,"ct_8","O","tr_3","CDI","QB","525d","57",1172,"C",15294
48879,"ct_9","O","tr_1","CDI","NZ","534a","57",1629,"C",14916
48887,"ct_1","O","tr_3","CDI","PZ","422a","57",1820,"C",23600
48892,"ct_9","O","tr_1","CDI","GZ","344d","57",1929,"C",52649
48893,"ct_3","O","tr_6","CDI","QA","431f","57",1829,"C",21652
48895,"ct_9","O","tr_4","CDI","CK","474c","57",1820,"C",33717
48900,"ct_2","O","tr_6","AUT","OZ","523c","57",1455,"P",13125
48906,"ct_9","O","tr_6","CDI","NZ","543f","57",1792,"C",28703
48907,"ct_6","O","tr_1","CDI","NZ","684a","57",1692,"C",15877
48908,"ct_9","O","tr_1","CDI","FZ","382c","54",1715,"C",38000
48913,"ct_1","O","tr_5","CDI","PZ","333e","57",1820,"C",43899
48917,"ct_9","O","tr_4","CDI","CH","652a","57",845,"C",11563
48920,"ct_9","O","tr_4","CDI","HZ","461f","57",1864,"C",26903
48921,"ct_9","O","tr_3","CDD","NZ","684a","57",914,"P",6537
48923,"ct_8","O","tr_4","CDI","QB","526a","57",1794,"C",22054
48926,"ct_9","O","tr_1","CDI","CH","475b","57",498,"C",12085
48940,"ct_8","O","tr_4","CDI","QB","434d","54",455,"C",4531
48946,"ct_9","O","tr_1","CDI","GZ","636b","57",1820,"N",21517
48948,"ct_9","O","tr_6","CDI","NZ","684a","57",1820,"C",16726
48958,"ct_9","O","tr_3","CDI","QA","526e","57",1931,"C",18611
48961,"ct_1","O","tr_3","CDI","PZ","422a","57",1820,"C",23439
48966,"ct_8","O","tr_1","CDI","QB","435b","57",1654,"P",18852
48977,"ct_1","O","tr_3","CDI","OZ","543g","57",1820,"C",24742
48981,"ct_9","O","tr_1","CDI","GZ","634c","57",1568,"C",17974
48986,"ct_9","A","tr_2","APP","CA","683a","57",472,"C",3069
48990,"ct_9","O","tr_4","CDI","HZ","641a","57",1836,"C",18012
48993,"ct_9","O","tr_1","CDI","GZ","543h","57",1753,"C",22138
49002,"ct_9","O","tr_2","CDI","GZ","641a","57",2200,"C",31036
49004,"ct_8","O","tr_4","CDI","QB","421b","57",1633,"C",23023
49014,"ct_9","O","tr_4","CDI","QB","525d","57",376,"C",5179
49017,"ct_9","O","tr_6","CDI","CE","533a","57",1751,"C",46293
49030,"ct_9","O","tr_3","CDI","QA","526e","57",1149,"C",12394
49038,"ct_8","O","tr_1","CDI","IZ","684a","57",1834,"C",17740
49047,"ct_1","O","tr_5","CDI","MB","342g","57",1773,"C",21223
49048,"ct_8","O","tr_1","CDI","RZ","424a","57",715,"P",5724
49051,"ct_9","O","tr_6","CDI","HZ","546b","57",1311,"P",20779
49055,"ct_8","X","tr_5","AUT","QB","676e","57",1623,"C",6284
49059,"ct_9","O","tr_1","CDI","NZ","542a","57",1015,"P",14600
49068,"ct_3","O","tr_6","AUT","QA","632k","57",1820,"C",17782
49072,"ct_9","O","tr_3","CDI","HZ","372c","57",1785,"C",37759
49074,"ct_2","O","tr_2","AUT","PZ","421b","57",1820,"C",25149
49080,"ct_8","O","tr_5","CDI","QB","563b","57",1186,"P",11748
49091,"ct_9","O","tr_1","TTP","NZ","676e","57",477,"C",4123
49092,"ct_9","O","tr_1","CDI","GZ","554d","57",1386,"C",11671
49094,"ct_9","O","tr_3","CDI","GZ","374a","57",1659,"C",17311
49096,"ct_9","O","tr_6","CDI","QA","543g","57",1805,"C",14257
49101,"ct_9","O","tr_5","CDI","JC","544a","92",1785,"C",19221
49108,"ct_8","O","tr_3","CDI","QB","525d","57",1820,"C",16021
49109,"ct_1","O","tr_4","AUT","PZ","341a","57",1821,"C",37848
49110,"ct_9","O","tr_2","CDI","CH","634b","57",1088,"C",17007
49124,"ct_9","O","tr_1","TOA","IZ","468b","74",1195,"C",12184
49125,"ct_8","O","tr_3","CDI","PZ","421b","57",1820,"C",20402
49135,"ct_8","O","tr_4","CDI","QB","421b","57",1633,"C",23428
49148,"ct_7","O","tr_1","CDI","QB","563a","57",3000,"N",11775
49149,"ct_9","A","tr_1","APP","CG","543h","67",938,"C",6393
49152,"ct_9","O","tr_2","CDI","CH","628c","57",1791,"C",20887
49154,"ct_8","O","tr_3","CDI","QB","563b","57",1432,"P",11906
49158,"ct_9","O","tr_6","CDI","NZ","534a","57",509,"C",4250
49162,"ct_9","O","tr_3","CDI","QA","526e","57",1149,"C",12728
49163,"ct_9","O","tr_2","CDI","CE","484a","57",1723,"C",23686
49164,"ct_9","O","tr_1","CDI","FZ","632a","57",1772,"C",25318
49171,"ct_9","O","tr_3","CDI","GZ","541b","57",1579,"C",16141
49181,"ct_7","O","tr_1","CDI","QB","563a","57",1514,"N",5203
49191,"ct_9","O","tr_3","CDI","HZ","641a","67",1820,"C",27844
49194,"ct_8","O","tr_4","CDI","QB","434g","57",1820,"C",27645
49196,"ct_9","O","tr_1","CDI","CB","635a","57",1801,"P",17519
49201,"ct_9","O","tr_4","CDI","HZ","654b","57",1873,"C",31039
49207,"ct_9","O","tr_4","CDI","GZ","385c","54",1576,"C",59639
49210,"ct_9","O","tr_4","CDI","DZ","386d","57",1765,"C",49411
49217,"ct_9","O","tr_6","CDI","HZ","628a","67",1839,"C",26470
49245,"ct_2","O","tr_4","CDD","OZ","524c","57",628,"P",4256
49248,"ct_9","O","tr_0","CDI","NZ","534a","57",324,"C",2800
49257,"ct_8","O","tr_3","CDD","QB","525d","57",693,"P",7775
49260,"ct_9","O","tr_1","CDI","CH","674d","57",1451,"C",16903
49261,"ct_9","O","tr_4","CDI","FZ","621e","57",1451,"C",12191
49263,"ct_2","X","tr_4","AUT","OZ","524c","57",644,"C",5258
49265,"ct_9","O","tr_6","CDI","CE","484a","57",1802,"C",39864
49267,"ct_9","O","tr_4","CDI","CH","474b","57",1885,"C",34504
49275,"ct_9","O","tr_1","CDI","GZ","478c","57",1548,"C",19909
49282,"ct_9","O","tr_5","CDI","IZ","488a","54",1365,"C",26987
49287,"ct_8","O","tr_2","CDI","QB","526d","57",2437,"C",22585
49288,"ct_8","O","tr_6","CDI","OZ","632k","57",1820,"C",19843
49301,"ct_9","O","tr_1","CDI","IZ","636d","57",682,"C",4758
49303,"ct_9","O","tr_2","CDI","IZ","632k","57",1421,"C",12316
49306,"ct_8","O","tr_4","CDI","PZ","422c","57",1820,"C",19475
49312,"ct_9","O","tr_1","CDI","GZ","433d","57",1820,"C",28115
49318,"ct_9","O","tr_6","CDI","NZ","684a","57",805,"P",6805
49319,"ct_9","O","tr_6","CDI","CL","624c","67",1005,"C",13136
49322,"ct_4","O","tr_4","CDI","OZ","344b","57",1820,"C",55860
49325,"ct_9","O","tr_6","CDI","KZ","388a","57",1820,"C",36569
49326,"ct_9","O","tr_5","CDI","CH","673c","57",1684,"C",20280
49329,"ct_9","O","tr_6","CDI","KZ","467a","57",1820,"C",34651
49332,"ct_9","O","tr_6","CDI","HZ","546a","57",1736,"C",25580
49335,"ct_9","O","tr_3","CDI","CG","625b","57",1836,"C",19199
49336,"ct_9","O","tr_5","CDI","EZ","485a","57",1909,"C",29922
49337,"ct_1","O","tr_3","CDD","PZ","422e","57",1221,"P",8055
49340,"ct_8","O","tr_2","CDI","QB","434e","57",473,"P",5314
49343,"ct_9","O","tr_4","CDI","FZ","621e","54",1579,"C",39669
49347,"ct_9","O","tr_2","CDI","GZ","462e","57",1708,"C",38052
49355,"ct_9","O","tr_1","CDI","HZ","643a","57",1859,"C",17124
49360,"ct_8","O","tr_4","CDI","PZ","341a","57",1820,"C",32329
49364,"ct_9","O","tr_1","CDI","KZ","542a","57",1920,"C",23033
49370,"ct_9","O","tr_1","CDI","FZ","681b","57",1565,"C",23870
49385,"ct_9","O","tr_6","CDI","CL","673c","57",923,"P",13183
49389,"ct_9","O","tr_1","CDI","GZ","554d","57",486,"C",4930
49403,"ct_9","O","tr_5","CDI","HZ","466c","57",1813,"C",34574
49407,"ct_9","O","tr_0","CDI","LZ","542a","57",186,"C",1053
49409,"ct_8","O","tr_3","CDI","QB","526c","57",1260,"P",10945
49423,"ct_7","O","tr_1","CDI","TZ","563c","57",2521,"N",21476
49425,"ct_9","O","tr_1","CDI","IZ","561c","57",344,"P",3485
49431,"ct_9","O","tr_5","CDI","GZ","387b","57",1750,"C",65337
49437,"ct_9","O","tr_6","CDI","CG","625c","57",797,"C",4319
49438,"ct_9","O","tr_6","CDI","CG","676c","57",1872,"C",18163
49440,"ct_9","O","tr_5","CDI","CM","628a","57",1361,"C",12116
49441,"ct_9","O","tr_5","CDI","CH","387b","57",1458,"C",31312
49448,"ct_9","O","tr_1","CDI","FZ","681a","57",1325,"C",9314
49453,"ct_8","O","tr_4","CDI","QB","434c","67",1800,"C",25772
49454,"ct_8","O","tr_3","CDI","QA","434a","57",1834,"C",33437
49457,"ct_9","O","tr_4","CDI","NZ","684a","57",1874,"C",16139
49460,"ct_9","O","tr_1","CDD","GZ","554f","57",984,"C",13735
49465,"ct_9","O","tr_2","CDI","KZ","376c","57",1820,"C",58557
49479,"ct_8","O","tr_4","CDI","PZ","421b","57",1820,"C",25978
49481,"ct_9","O","tr_2","CDI","CA","561d","75",787,"C",6008
49491,"ct_9","O","tr_5","CDI","CH","477b","57",1412,"C",24020
49499,"ct_8","O","tr_2","CDI","PZ","422c","57",1668,"C",21626
49502,"ct_9","O","tr_6","CDI","CL","628b","57",1752,"C",31714
49503,"ct_3","O","tr_6","CDI","QA","451h","57",1274,"P",18213
49505,"ct_9","O","tr_1","CDI","MC","526b","57",1832,"C",14227
49507,"ct_9","O","tr_5","CDI","HZ","333c","57",1820,"C",31501
49511,"ct_8","O","tr_4","CDI","QB","637d","57",1805,"C",14818
49515,"ct_9","O","tr_5","CDI","NZ","684a","57",1456,"P",15400
49517,"ct_9","A","tr_3","APP","NZ","463e","57",1169,"C",6584
49519,"ct_8","O","tr_2","CDI","QB","434d","57",1814,"C",23991
49520,"ct_8","O","tr_3","CDI","OZ","434b","57",1768,"C",20455
49524,"ct_9","O","tr_1","CDI","FZ","681a","57",967,"C",8202
49525,"ct_9","O","tr_2","CDI","CA","636c","57",1470,"C",15547
49530,"ct_9","O","tr_6","CDI","KZ","467a","57",1820,"C",17783
49532,"ct_9","O","tr_6","CDI","CH","466c","57",1683,"C",33883
49542,"ct_9","X","tr_1","AUT","QA","542a","57",1100,"P",9163
49552,"ct_9","O","tr_0","CDI","SZ","461b","57",1790,"C",32164
49555,"ct_9","O","tr_1","CDI","HZ","389a","57",1820,"C",28251
49557,"ct_8","O","tr_1","CDI","PZ","424a","57",419,"P",10818
49558,"ct_9","O","tr_3","CDI","HZ","478b","57",2200,"C",28696
49565,"ct_9","O","tr_3","CDI","FZ","673c","57",1190,"C",12820
49573,"ct_9","O","tr_2","CDI","MA","543b","57",2028,"C",33417
49575,"ct_9","O","tr_4","CDI","HZ","641a","57",2166,"C",27873
49609,"ct_9","O","tr_4","CDI","GZ","553c","58",1789,"P",17752
49610,"ct_9","O","tr_2","TTP","NZ","676e","58",585,"C",7251
49612,"ct_9","O","tr_6","CDI","HZ","628a","58",1507,"C",23666
49615,"ct_5","O","tr_5","CDI","HZ","655a","94",637,"C",8150
49636,"ct_9","O","tr_2","CDI","GZ","552a","58",1739,"P",21277
49647,"ct_9","O","tr_6","CDI","CH","387f","18",1820,"C",30714
49651,"ct_8","O","tr_3","CDI","QB","526a","58",1820,"C",23560
49656,"ct_9","O","tr_6","CDI","HZ","641a","89",1982,"C",20440
49672,"ct_9","O","tr_2","CDI","LZ","543c","58",1603,"C",18043
49692,"ct_9","O","tr_6","CDI","KZ","467b","58",1820,"C",20139
49693,"ct_7","O","tr_1","CDI","QB","563b","58",696,"N",4950
49698,"ct_9","O","tr_5","CDI","GZ","552a","58",1233,"C",11758
49700,"ct_9","O","tr_5","CDI","HZ","451a","58",1734,"C",17895
49732,"ct_9","O","tr_3","CDI","HZ","641b","71",1611,"C",19248
49736,"ct_9","O","tr_3","CDI","CL","477c","58",911,"C",15767
49744,"ct_7","O","tr_1","CDI","TZ","563c","58",929,"N",9624
49752,"ct_9","O","tr_3","CDI","GZ","551a","58",1908,"C",17723
49753,"ct_9","O","tr_3","CDI","CK","474c","58",1715,"C",24126
49768,"ct_8","O","tr_5","CDI","PZ","422b","58",1820,"C",33401
49770,"ct_9","O","tr_3","CDI","CM","483a","58",1556,"C",31097
49808,"ct_9","O","tr_4","CDD","GZ","552a","58",302,"C",2559
49828,"ct_9","O","tr_4","CDI","DZ","386d","58",1820,"C",63207
49831,"ct_9","O","tr_1","CDI","CA","554a","58",1727,"C",22301
49834,"ct_9","O","tr_4","CDD","QB","525d","58",1458,"C",16031
49838,"ct_3","O","tr_3","CDD","QB","525d","58",1833,"C",20068
49846,"ct_8","O","tr_5","CDI","PZ","422b","58",1820,"C",31319
49853,"ct_8","O","tr_3","CDI","QB","525d","58",1820,"C",24813
49855,"ct_9","O","tr_2","CDI","FZ","632g","58",1500,"C",14249
49856,"ct_6","O","tr_1","CDI","CA","554a","58",1310,"C",12532
49869,"ct_9","O","tr_4","CDI","CG","628a","58",1939,"C",26591
49894,"ct_9","O","tr_3","CDD","GZ","554e","62",573,"C",6961
49906,"ct_9","O","tr_6","CDI","CH","486c","59",1648,"C",42781
49907,"ct_9","O","tr_1","CDI","KZ","467a","59",1821,"C",40189
49911,"ct_8","O","tr_0","CDI","PZ","423b","59",2535,"P",43623
49920,"ct_9","O","tr_5","CDI","HZ","543g","59",1851,"C",18828
49921,"ct_9","O","tr_5","CDI","HZ","641a","95",805,"C",11273
49925,"ct_9","O","tr_1","CDI","MA","461c","59",1751,"C",27729
49928,"ct_9","O","tr_1","CDI","KZ","467a","62",1820,"C",25595
49930,"ct_9","O","tr_4","CDI","HZ","333c","62",1846,"C",29126
49932,"ct_2","X","tr_2","AUT","OZ","524c","59",998,"P",9815
49940,"ct_9","O","tr_1","CDI","GZ","344d","59",1628,"P",41868
49949,"ct_9","O","tr_4","CDI","MA","476a","59",1820,"C",32318
49959,"ct_9","O","tr_1","CDI","MA","478a","59",1859,"C",31687
49962,"ct_3","O","tr_4","CDI","QB","525d","59",1456,"P",18760
49974,"ct_9","O","tr_6","CDI","CL","474b","62",226,"C",1649
49975,"ct_9","O","tr_1","CDI","JB","478c","59",1301,"C",10747
49993,"ct_9","O","tr_1","CDI","KZ","467a","59",1538,"C",33545
50002,"ct_9","O","tr_1","CDI","FZ","632g","59",1792,"C",13399
50008,"ct_9","O","tr_2","CDI","MA","373d","59",1239,"C",51839
50015,"ct_9","O","tr_5","CDI","QA","433a","59",1805,"C",18755
50017,"ct_8","O","tr_5","AUT","QB","676e","59",1438,"P",6869
50026,"ct_9","O","tr_5","CDD","MC","553c","21",171,"C",1814
50034,"ct_9","O","tr_6","CDI","NZ","388c","59",1760,"C",39867
50035,"ct_9","O","tr_3","CDI","NZ","541b","59",2149,"P",14650
50038,"ct_4","O","tr_4","CDI","OZ","545d","59",1849,"C",28951
50046,"ct_7","O","tr_1","CDI","QB","563b","59",737,"N",6423
50051,"ct_9","O","tr_4","CDI","CF","625b","59",1703,"C",28303
50052,"ct_6","A","tr_1","APP","NZ","631a","59",1836,"C",10229
50053,"ct_9","O","tr_4","CDI","GZ","551a","59",677,"C",4445
50054,"ct_9","X","tr_1","AUT","GZ","634c","59",703,"C",5707
50060,"ct_9","O","tr_2","CDI","GZ","551a","59",200,"P",1595
50064,"ct_9","O","tr_4","CDI","HZ","641b","59",1039,"C",12765
50069,"ct_9","O","tr_4","CDI","QB","525d","59",1610,"C",17388
50070,"ct_9","O","tr_4","CDI","CH","543g","02",1559,"C",26089
50080,"ct_9","O","tr_4","CDI","GZ","634c","59",1443,"C",16315
50086,"ct_9","O","tr_4","CDI","HZ","676c","59",985,"C",8587
50092,"ct_9","O","tr_1","TTP","NZ","463c","59",1727,"C",21367
50096,"ct_3","O","tr_6","CDI","QA","332b","59",1143,"P",20792
50098,"ct_9","O","tr_1","CDI","FZ","632k","59",1820,"C",27980
50102,"ct_9","O","tr_2","CDI","FZ","542a","59",1350,"P",7894
50107,"ct_9","O","tr_5","CDI","KZ","545b","59",1785,"C",22855
50108,"ct_8","O","tr_3","CDI","QB","526a","59",1560,"P",10909
50119,"ct_8","O","tr_3","CDI","QB","525d","59",1810,"C",18897
50134,"ct_9","O","tr_5","CDI","HZ","676c","59",1638,"C",20762
50137,"ct_9","A","tr_1","APP","GZ","554b","59",192,"C",718
50139,"ct_9","O","tr_5","CDI","GZ","551a","59",1729,"C",19849
50142,"ct_9","O","tr_4","CDD","QB","563a","75",163,"P",1236
50155,"ct_9","O","tr_2","CDI","GZ","542a","59",1904,"C",18225
50159,"ct_8","O","tr_2","CDI","SZ","564b","59",1081,"P",9151
50166,"ct_8","O","tr_6","CDI","OZ","376f","59",2261,"C",34226
50175,"ct_8","O","tr_1","CDI","GZ","433b","59",1059,"N",40737
50183,"ct_1","O","tr_5","AUT","OZ","531a","75",1820,"C",27169
50189,"ct_9","O","tr_4","CDI","NZ","543g","92",1517,"C",20038
50204,"ct_8","X","tr_1","AUT","PZ","525a","59",562,"P",5278
50215,"ct_9","O","tr_5","CDI","HZ","641b","59",1775,"C",29259
50217,"ct_2","O","tr_6","AUT","QB","563a","59",1820,"C",23227
50222,"ct_9","O","tr_1","CDI","GZ","462b","59",1975,"C",21665
50232,"ct_9","O","tr_4","CDD","HZ","546b","59",642,"C",8156
50237,"ct_9","O","tr_1","CDI","GZ","543f","59",1646,"C",25093
50241,"ct_8","O","tr_4","CDI","QB","525d","59",1826,"C",22760
50248,"ct_9","O","tr_1","CDI","FZ","632j","59",1757,"C",27369
50252,"ct_9","O","tr_3","CDI","JC","388a","59",1698,"C",33162
50257,"ct_9","O","tr_5","CDI","GZ","462b","59",1922,"C",35272
50263,"ct_9","O","tr_5","CDI","CK","674d","59",1680,"C",15436
50264,"ct_9","O","tr_3","CDI","FZ","543g","59",722,"C",9737
50266,"ct_9","A","tr_5","APP","JA","543h","75",607,"C",3248
50272,"ct_9","O","tr_2","CDD","CA","674c","59",1361,"C",10337
50276,"ct_9","O","tr_1","CDD","GZ","562a","59",449,"P",4930
50280,"ct_7","O","tr_0","CDI","QB","563a","59",3000,"N",14476
50281,"ct_9","O","tr_5","CDI","HZ","466c","59",1719,"C",33738
50285,"ct_9","O","tr_3","CDI","FZ","632j","59",1513,"C",14300
50286,"ct_9","O","tr_2","CDI","HZ","652a","59",1822,"C",20509
50289,"ct_9","O","tr_1","TTP","NZ","653a","62",629,"N",6992
50291,"ct_9","O","tr_3","CDI","IZ","561d","59",1455,"C",9587
50301,"ct_8","O","tr_3","CDI","QB","526d","59",1820,"C",19217
50306,"ct_8","O","tr_3","CDI","QB","563b","62",1638,"C",23534
50307,"ct_9","O","tr_1","TTP","NZ","622c","62",1466,"C",17199
50308,"ct_9","O","tr_2","CDI","CA","636c","59",1742,"C",17591
50317,"ct_9","O","tr_3","CDI","QA","526e","59",2104,"C",21606
50321,"ct_2","O","tr_3","AUT","QB","524c","59",1819,"C",21326
50328,"ct_9","O","tr_5","CDI","JC","388c","59",2002,"C",35114
50329,"ct_9","O","tr_2","CDI","GZ","463c","59",1638,"C",50807
50332,"ct_9","O","tr_4","CDI","QB","525d","59",1820,"C",20245
50337,"ct_8","O","tr_1","CDI","QB","435b","59",1362,"P",17395
50340,"ct_8","O","tr_5","CDI","PZ","525b","59",1566,"P",14876
50346,"ct_2","O","tr_1","CDI","OZ","621f","59",1136,"P",8044
50350,"ct_2","O","tr_6","CDD","OZ","621f","59",1837,"C",14191
50353,"ct_9","O","tr_2","CDI","MA","542b","59",471,"C",5819
50357,"ct_9","O","tr_4","CDI","FZ","621d","59",1820,"C",24583
50358,"ct_9","O","tr_6","CDI","CL","477a","59",1723,"C",30539
50360,"ct_8","O","tr_5","CDI","QB","526d","59",1820,"C",17525
50373,"ct_9","O","tr_3","CDI","HZ","451a","59",1821,"C",23569
50375,"ct_8","O","tr_2","CDI","QB","525c","59",1270,"P",14522
50381,"ct_9","O","tr_6","CDI","CA","387a","59",2036,"C",47079
50384,"ct_9","O","tr_3","CDI","HZ","641a","59",2200,"C",24655
50385,"ct_9","O","tr_1","CDI","LZ","463e","59",593,"C",6915
50392,"ct_9","O","tr_5","CDI","GZ","461f","59",1820,"C",30894
50398,"ct_9","O","tr_3","CDI","GZ","461d","59",2058,"C",29160
50403,"ct_9","O","tr_0","CDI","MA","543b","59",1821,"C",14008
50411,"ct_9","O","tr_6","CDI","QA","526a","59",1200,"C",9824
50416,"ct_9","O","tr_1","CDI","GZ","474b","62",1847,"C",25288
50418,"ct_9","O","tr_3","CDI","FZ","472c","59",1700,"C",34870
50442,"ct_8","O","tr_5","CDI","SZ","434c","59",1750,"C",22420
50451,"ct_9","O","tr_3","CDI","CA","484a","59",1962,"C",23740
50460,"ct_9","O","tr_3","CDI","IZ","561b","59",391,"C",4826
50465,"ct_2","O","tr_3","AUT","QB","563b","59",1819,"C",18403
50486,"ct_2","O","tr_4","CDI","RZ","524c","59",1801,"C",20009
50487,"ct_9","O","tr_1","CDI","QB","526c","59",1465,"C",12097
50489,"ct_8","O","tr_2","CDI","QB","373d","59",1820,"C",37940
50490,"ct_9","O","tr_6","CDI","NZ","534a","59",1820,"C",14528
50501,"ct_9","X","tr_3","AUT","NZ","634c","59",1799,"C",13603
50504,"ct_9","O","tr_3","CDI","GZ","374a","59",1722,"C",37186
50511,"ct_7","O","tr_1","CDI","QB","563a","59",868,"N",3701
50532,"ct_8","O","tr_4","CDI","PZ","422b","59",1820,"C",30707
50535,"ct_9","O","tr_2","CDI","IZ","488a","59",1503,"C",16554
50537,"ct_9","O","tr_2","CDI","NZ","534a","59",1983,"C",18925
50547,"ct_9","O","tr_2","TTP","NZ","466c","59",1080,"C",10821
50549,"ct_8","O","tr_5","CDI","QB","434a","59",1820,"C",25791
50555,"ct_8","O","tr_5","CDD","QB","563b","59",1680,"C",15069
50572,"ct_9","O","tr_6","CDI","CL","676c","59",1638,"C",18551
50573,"ct_7","O","tr_1","CDI","QB","563a","59",3000,"N",15446
50578,"ct_1","O","tr_5","AUT","OZ","531a","77",1820,"C",30583
50579,"ct_9","O","tr_1","CDI","GZ","542a","59",2156,"C",21442
50580,"ct_5","O","tr_4","CDI","PZ","372d","59",1820,"C",29535
50581,"ct_8","O","tr_4","CDI","PZ","341a","59",1680,"C",30096
50585,"ct_9","O","tr_1","TOA","CA","636c","73",715,"C",9049
50591,"ct_9","O","tr_5","CDI","DZ","485a","59",1617,"C",25369
50592,"ct_9","O","tr_6","CDI","JC","388a","75",1820,"C",60075
50593,"ct_8","O","tr_3","CDI","QA","344b","59",1820,"C",43816
50594,"ct_9","O","tr_2","CDI","GZ","554e","59",1595,"C",12937
50600,"ct_9","O","tr_6","CDD","GZ","554a","62",760,"C",7176
50606,"ct_7","O","tr_1","CDI","QB","563a","59",3000,"N",19814
50620,"ct_8","O","tr_4","CDI","OZ","372f","59",1938,"C",31411
50621,"ct_9","O","tr_3","CDI","LZ","461f","59",1692,"C",32618
50626,"ct_9","O","tr_3","CDI","CJ","672a","59",1589,"C",17238
50627,"ct_8","O","tr_6","CDI","QA","344d","62",1812,"C",70777
50629,"ct_9","O","tr_1","CDI","GZ","344d","59",1765,"P",36748
50632,"ct_9","O","tr_1","CDI","QB","526c","59",1470,"C",13373
50633,"ct_1","O","tr_6","AUT","OZ","532a","36",2028,"C",32117
50636,"ct_9","O","tr_4","CDI","FZ","633a","59",252,"C",2963
50641,"ct_9","O","tr_6","CDI","MA","461d","59",1775,"C",26078
50646,"ct_9","O","tr_1","CDI","LZ","684a","59",729,"P",7806
50659,"ct_8","O","tr_6","CDI","QA","344a","59",1783,"C",59052
50669,"ct_9","O","tr_1","CDI","QA","526e","59",1890,"C",16569
50676,"ct_9","O","tr_6","CDI","GZ","551a","59",1654,"C",16345
50679,"ct_1","O","tr_6","TOA","OZ","524b","59",689,"C",6842
50683,"ct_9","O","tr_5","CDI","DZ","372b","59",1820,"C",56861
50705,"ct_9","O","tr_6","CDI","HZ","676c","59",1184,"C",8763
50714,"ct_9","O","tr_3","CDI","QA","525d","59",1820,"C",16150
50715,"ct_9","O","tr_4","CDI","QB","563b","59",829,"P",8357
50722,"ct_8","O","tr_1","CDI","SZ","353c","59",1851,"N",38091
50726,"ct_2","O","tr_6","CDD","OZ","524c","59",1784,"C",16213
50741,"ct_9","O","tr_4","CDI","CE","674a","59",1212,"C",11733
