"Id","insee_code","is_student","OCCUPATION_42","ACTIVITY_TYPE","AGE_2019","household","Highest_degree","sex","target"
35131,"40088",FALSE,"csp_3_8","TYPE1|1",42,"TYPMR4-1","edu.1.8","Female","G"
35132,"40088",FALSE,"csp_5_6","TYPE1|1",68,"TYPMR4-1","edu.1.6","Female","G"
35134,"40088",FALSE,"csp_6_3","TYPE1|1",48,"TYPMR1-1","edu.1.3","Male","G"
35135,"40088",TRUE,"csp_8_5","TYPE2|2",16,"TYPMR4-1","edu.3","Male","B"
35136,"40088",FALSE,"csp_7_7","TYPE2|1",62,"TYPMR1-1","edu.1.3","Male","G"
35137,"40088",FALSE,"csp_7_8","TYPE2|1",76,"TYPMR4-2","edu.2","Female","G"
35140,"40089",FALSE,"csp_7_8","TYPE2|1",67,"TYPMR4-4","edu.1.1","Male","G"
35142,"40094",FALSE,"csp_7_4","TYPE2|1",69,"TYPMR4-4","edu.1.3","Male","G"
35144,"40097",FALSE,"csp_7_5","TYPE2|1",69,"TYPMR4-4","edu.1.3","Male","G"
35145,"40098",FALSE,"csp_5_6","TYPE1|1",63,"TYPMR4-1","edu.1.3","Female","B"
35146,"40101",FALSE,"csp_7_2","TYPE2|1",71,"TYPMR4-4","edu.1.4","Male","G"
35148,"40101",FALSE,"csp_8_5","TYPE2|5",48,"TYPMR4-4","edu.1.3","Male","G"
35149,"40102",FALSE,"csp_7_5","TYPE2|1",83,"TYPMR1-2","edu.1.4","Female","G"
35150,"40102",TRUE,"csp_5_6","TYPE1|1",29,"TYPMR1-2","edu.1.3","Female","G"
35153,"40104",FALSE,"csp_8_6","TYPE2|4",63,"TYPMR4-4","edu.1.2","Female","B"
35156,"40114",FALSE,"csp_5_5","TYPE1|1",47,"TYPMR4-1","edu.1.2","Male","G"
35157,"40117",FALSE,"csp_7_5","TYPE2|1",74,"TYPMR1-2","edu.1.6","Female","G"
35164,"40119",FALSE,"csp_2_2","TYPE1|1",67,"TYPMR4-4","edu.1.3","Male","G"
35167,"40119",FALSE,"csp_8_5","TYPE2|5",26,"TYPMR1-2","edu.1.4","Female","G"
35169,"40120",FALSE,"csp_7_8","TYPE2|1",64,"TYPMR1-1","edu.1.1","Male","B"
35171,"40120",FALSE,"csp_2_1","TYPE1|1",49,"TYPMR4-1","edu.3","Male","G"
35172,"40121",FALSE,"csp_7_1","TYPE2|1",92,"TYPMR3-2","edu.1.1","Female","G"
35174,"40122",FALSE,"csp_7_4","TYPE2|1",71,"TYPMR4-4","edu.1.5","Female","B"
35176,"40125",FALSE,"csp_7_5","TYPE2|1",69,"TYPMR4-4","edu.1.3","Male","G"
35177,"40125",FALSE,"csp_3_1","TYPE1|1",59,"TYPMR4-1","edu.1.8","Male","G"
35178,"40126",FALSE,"csp_7_7","TYPE2|1",89,"TYPMR4-4","edu.2","Male","G"
35180,"40126",FALSE,"csp_7_5","TYPE2|1",73,"TYPMR4-4","edu.1.3","Male","G"
35181,"40128",FALSE,"csp_4_2","TYPE1|1",36,"TYPMR4-1","edu.1.8","Female","G"
35183,"40129",FALSE,"csp_7_7","TYPE2|1",68,"TYPMR4-4","edu.1.3","Female","G"
35186,"40131",TRUE,"csp_8_1","TYPE1|2",20,"TYPMR3-2","edu.1.2","Female","G"
35188,"40132",FALSE,"csp_4_6","TYPE1|1",41,"TYPMR4-1","edu.1.6","Female","G"
35190,"40133",FALSE,"csp_7_1","TYPE2|1",67,"TYPMR4-4","edu.1.3","Male","G"
35191,"40133",TRUE,"csp_8_4","TYPE2|2",19,"TYPMR1-2","edu.1.4","Female","B"
35192,"40133",FALSE,"csp_7_7","TYPE2|1",86,"TYPMR1-2","edu.1.3","Female","G"
35193,"40133",FALSE,"csp_5_4","TYPE1|1",60,"TYPMR4-3","edu.1.3","Female","G"
35194,"40133",FALSE,"csp_4_7","TYPE1|1",26,"TYPMR1-1","edu.1.6","Male","G"
35195,"40133",FALSE,"csp_7_1","TYPE2|1",90,"TYPMR4-4","edu.1.1","Female","B"
35197,"40133",TRUE,"csp_8_4","TYPE2|2",27,"TYPMR1-1","edu.1.7","Male","B"
35198,"40133",FALSE,"csp_7_8","TYPE2|1",86,"TYPMR3-1","edu.2","Male","B"
35199,"40133",FALSE,"csp_8_5","TYPE2|5",49,"TYPMR4-3","edu.1.3","Male","G"
35200,"40133",FALSE,"csp_6_3","TYPE1|1",25,"TYPMR4-2","edu.1.6","Male","G"
35202,"40133",FALSE,"csp_3_3","TYPE1|1",60,"TYPMR4-1","edu.1.2","Female","G"
35207,"40134",FALSE,"csp_7_5","TYPE2|1",65,"TYPMR4-4","edu.1.3","Male","G"
35208,"40138",FALSE,"csp_4_3","TYPE1|1",55,"TYPMR4-1","edu.1.6","Female","G"
35210,"40139",FALSE,"csp_4_3","TYPE1|1",64,"TYPMR4-1","edu.1.8","Female","B"
35212,"40145",FALSE,"csp_4_6","TYPE1|1",49,"TYPMR1-2","edu.1.8","Female","G"
35214,"40147",FALSE,"csp_4_2","TYPE1|1",26,"TYPMR4-1","edu.1.8","Female","B"
35215,"40150",FALSE,"csp_7_1","TYPE2|1",83,"TYPMR4-4","edu.1.1","Male","B"
35218,"40150",FALSE,"csp_6_8","TYPE1|1",35,"TYPMR1-2","edu.1.3","Female","B"
35221,"40152",FALSE,"csp_5_4","TYPE1|1",43,"TYPMR1-2","edu.1.3","Female","G"
35223,"40154",FALSE,"csp_7_4","TYPE2|1",80,"TYPMR4-4","edu.1.7","Male","G"
35225,"40155",FALSE,"csp_3_7","TYPE1|1",31,"TYPMR1-1","edu.1.8","Male","B"
35226,"40155",FALSE,"csp_6_9","TYPE1|1",35,"TYPMR4-1","edu.1.3","Male","G"
35227,"40156",FALSE,"csp_5_5","TYPE1|1",30,"TYPMR3-2","edu.1.4","Female","G"
35228,"40157",TRUE,"csp_8_4","TYPE2|2",17,"TYPMR4-1","edu.1.1","Female","B"
35232,"40163",FALSE,"csp_7_5","TYPE2|1",68,"TYPMR1-2","edu.1.3","Female","G"
35234,"40165",FALSE,"csp_1_3","TYPE1|1",49,"TYPMR4-1","edu.1.7","Male","G"
35238,"40171",TRUE,"csp_8_5","TYPE2|2",15,"TYPMR3-1","edu.3","Male","B"
35240,"40173",FALSE,"csp_7_2","TYPE2|1",81,"TYPMR4-4","edu.1.4","Female","G"
35242,"40175",FALSE,"csp_7_7","TYPE2|1",88,"TYPMR4-4","edu.1.1","Female","B"
35243,"40178",FALSE,"csp_4_8","TYPE1|1",40,"TYPMR3-1","edu.1.3","Male","G"
35252,"40184",FALSE,"csp_6_7","TYPE1|1",25,"TYPMR4-1","edu.1.3","Female","G"
35253,"40184",FALSE,"csp_6_2","TYPE1|1",49,"TYPMR1-1","edu.1.4","Male","B"
35255,"40184",TRUE,"csp_5_5","TYPE1|1",30,"TYPMR1-1","edu.1.8","Male","G"
35256,"40184",FALSE,"csp_4_3","TYPE1|1",58,"TYPMR4-2","edu.1.6","Male","B"
35258,"40184",FALSE,"csp_7_2","TYPE2|1",72,"TYPMR1-2","edu.1.1","Female","G"
35259,"40184",FALSE,"csp_8_5","TYPE2|5",49,"TYPMR4-4","edu.1.3","Male","G"
35261,"40184",TRUE,"csp_8_4","TYPE2|2",17,"TYPMR4-1","edu.3","Male","B"
35264,"40187",FALSE,"csp_6_4","TYPE1|2",46,"TYPMR4-3","edu.1.5","Male","B"
35265,"40188",FALSE,"csp_7_4","TYPE2|1",70,"TYPMR4-4","edu.1.3","Female","G"
35267,"40192",FALSE,"csp_7_7","TYPE2|1",86,"TYPMR4-4","edu.1.4","Female","B"
35269,"40192",FALSE,"csp_2_1","TYPE1|1",62,"TYPMR4-1","edu.1.1","Male","B"
35270,"40192",FALSE,"csp_7_5","TYPE2|1",73,"TYPMR4-4","edu.1.3","Male","B"
35271,"40192",FALSE,"csp_7_7","TYPE2|1",60,"TYPMR1-1","edu.1.6","Male","B"
35272,"40192",FALSE,"csp_3_3","TYPE1|1",57,"TYPMR1-1","edu.1.6","Male","B"
35273,"40192",FALSE,"csp_3_8","TYPE1|1",57,"TYPMR3-1","edu.1.8","Male","B"
35275,"40192",TRUE,"csp_8_5","TYPE2|2",16,"TYPMR4-1","edu.3","Male","B"
35280,"40192",FALSE,"csp_7_7","TYPE2|1",72,"TYPMR4-4","edu.1.1","Female","B"
35284,"40192",FALSE,"csp_4_2","TYPE1|1",39,"TYPMR4-1","edu.1.6","Female","B"
35285,"40192",FALSE,"csp_7_7","TYPE2|1",79,"TYPMR1-2","edu.2","Female","B"
35292,"40192",FALSE,"csp_4_3","TYPE1|2",30,"TYPMR4-4","edu.1.8","Male","B"
35298,"40192",TRUE,"csp_8_4","TYPE2|2",15,"TYPMR4-1","edu.1.2","Female","B"
35299,"40192",FALSE,"csp_1_1","TYPE1|1",56,"TYPMR1-1","edu.1.3","Male","G"
35301,"40192",FALSE,"csp_7_7","TYPE2|1",73,"TYPMR4-4","edu.1.4","Female","B"
35303,"40192",FALSE,"csp_7_8","TYPE2|1",87,"TYPMR4-1","edu.1","Female","B"
35304,"40192",FALSE,"csp_6_7","TYPE1|2",25,"TYPMR4-1","edu.1.3","Male","B"
35307,"40192",FALSE,"csp_6_3","TYPE1|1",52,"TYPMR4-1","edu.1.4","Male","B"
35308,"40192",FALSE,"csp_6_8","TYPE1|1",56,"TYPMR4-2","edu.1.6","Male","B"
35309,"40192",FALSE,"csp_7_8","TYPE2|1",63,"TYPMR1-1","edu.1.3","Male","B"
35312,"40192",FALSE,"csp_8_5","TYPE2|5",39,"TYPMR3-2","edu.2","Male","G"
35314,"40192",FALSE,"csp_6_8","TYPE1|1",46,"TYPMR4-1","edu.1.5","Female","B"
35315,"40192",FALSE,"csp_4_3","TYPE1|2",57,"TYPMR4-3","edu.1.3","Male","B"
35318,"40192",FALSE,"csp_5_4","TYPE1|1",54,"TYPMR1-2","edu.1.3","Female","G"
35319,"40192",FALSE,"csp_1_2","TYPE1|1",52,"TYPMR4-1","edu.1.6","Female","B"
35321,"40195",FALSE,"csp_7_7","TYPE2|1",68,"TYPMR1-2","edu.1.3","Female","G"
35322,"40195",FALSE,"csp_7_7","TYPE2|1",77,"TYPMR4-4","edu.1.1","Male","B"
35323,"40196",FALSE,"csp_3_4","TYPE1|1",40,"TYPMR3-1","edu.1.8","Male","G"
35325,"40197",FALSE,"csp_7_2","TYPE2|1",76,"TYPMR4-4","edu.1.2","Female","B"
35328,"40197",FALSE,"csp_5_5","TYPE1|1",21,"TYPMR4-1","edu.1.5","Female","G"
35329,"40197",FALSE,"csp_4_2","TYPE1|1",33,"TYPMR4-1","edu.1.8","Male","G"
35330,"40197",FALSE,"csp_3_7","TYPE1|1",27,"TYPMR4-1","edu.1.8","Female","G"
35331,"40197",FALSE,"csp_8_5","TYPE2|5",27,"TYPMR3-2","edu.1.2","Female","G"
35336,"40200",TRUE,"csp_8_4","TYPE2|2",23,"TYPMR4-4","edu.1.4","Female","B"
35337,"40201",FALSE,"csp_7_5","TYPE2|1",70,"TYPMR4-4","edu.1.2","Female","B"
35339,"40202",FALSE,"csp_5_5","TYPE1|1",53,"TYPMR4-1","edu.1.7","Female","B"
35346,"40205",FALSE,"csp_7_7","TYPE2|1",72,"TYPMR4-4","edu.1.1","Female","G"
35347,"40207",FALSE,"csp_7_7","TYPE2|1",90,"TYPMR1-2","edu.1.1","Female","G"
35353,"40211",FALSE,"csp_5_2","TYPE1|1",44,"TYPMR4-1","edu.3","Male","G"
35356,"40213",FALSE,"csp_5_3","TYPE1|1",23,"TYPMR4-1","edu.1.3","Female","G"
35357,"40214",FALSE,"csp_5_5","TYPE1|2",32,"TYPMR4-2","edu.1.3","Female","G"
35360,"40217",FALSE,"csp_5_2","TYPE1|1",36,"TYPMR4-1","edu.1.6","Female","G"
35362,"40217",FALSE,"csp_7_8","TYPE2|1",99,"TYPMR4-4","edu.1.1","Female","B"
35363,"40217",FALSE,"csp_5_6","TYPE1|2",27,"TYPMR4-2","edu.1.3","Female","G"
35365,"40217",FALSE,"csp_7_1","TYPE2|1",83,"TYPMR4-4","edu.1.1","Male","B"
35367,"40217",FALSE,"csp_5_4","TYPE1|1",43,"TYPMR1-2","edu.1.7","Female","G"
35368,"40217",FALSE,"csp_3_7","TYPE1|1",61,"TYPMR4-1","edu.1.4","Female","B"
35369,"40217",FALSE,"csp_3_4","TYPE1|1",57,"TYPMR4-1","edu.1.9","Male","G"
35370,"40217",FALSE,"csp_6_8","TYPE1|1",22,"TYPMR4-1","edu.1.3","Male","G"
35371,"40217",FALSE,"csp_6_2","TYPE1|1",34,"TYPMR4-1","edu.1.5","Male","G"
35372,"40217",FALSE,"csp_7_5","TYPE2|1",65,"TYPMR4-4","edu.1.3","Male","G"
35376,"40221",FALSE,"csp_6_7","TYPE1|1",34,"TYPMR4-1","edu.1.3","Male","G"
35382,"40224",TRUE,"csp_8_4","TYPE2|2",16,"TYPMR4-1","edu.3","Female","B"
35385,"40225",FALSE,"csp_7_4","TYPE2|1",96,"TYPMR1-1","edu.1.4","Male","B"
35391,"40229",FALSE,"csp_7_7","TYPE2|1",72,"TYPMR4-4","edu.1.6","Female","G"
35392,"40229",TRUE,"csp_8_4","TYPE2|2",23,"TYPMR4-1","edu.1.7","Female","B"
35394,"40230",FALSE,"csp_7_8","TYPE2|1",74,"TYPMR4-4","edu.1.3","Male","G"
35397,"40231",FALSE,"csp_5_2","TYPE1|1",50,"TYPMR4-1","edu.1.3","Male","B"
35398,"40231",FALSE,"csp_6_2","TYPE1|1",34,"TYPMR4-1","edu.1.5","Male","G"
35400,"40231",FALSE,"csp_3_7","TYPE1|1",38,"TYPMR1-2","edu.1.5","Female","G"
35402,"40233",FALSE,"csp_7_5","TYPE2|1",71,"TYPMR4-4","edu.1.6","Male","B"
35403,"40233",FALSE,"csp_5_2","TYPE1|1",41,"TYPMR4-1","edu.1.6","Female","G"
35404,"40233",FALSE,"csp_6_8","TYPE1|1",58,"TYPMR4-3","edu.1.3","Female","B"
35406,"40234",FALSE,"csp_5_2","TYPE1|1",60,"TYPMR1-2","edu.1.5","Female","G"
35411,"40237",FALSE,"csp_5_2","TYPE1|1",61,"TYPMR1-2","edu.1.3","Female","G"
35412,"40237",FALSE,"csp_7_4","TYPE2|1",77,"TYPMR1-1","edu.1.6","Male","B"
35413,"40238",FALSE,"csp_6_4","TYPE1|1",43,"TYPMR3-2","edu.1.2","Female","G"
35418,"40243",FALSE,"csp_6_9","TYPE1|1",56,"TYPMR4-3","edu.3","Female","G"
35419,"40243",FALSE,"csp_6_5","TYPE1|1",34,"TYPMR1-1","edu.1.3","Male","G"
35421,"40243",FALSE,"csp_7_4","TYPE2|1",81,"TYPMR1-2","edu.1.4","Female","G"
35423,"40244",FALSE,"csp_8_5","TYPE2|5",25,"TYPMR4-4","edu.1.3","Male","G"
35424,"40244",FALSE,"csp_6_3","TYPE1|1",40,"TYPMR4-1","edu.1.5","Male","B"
35425,"40244",FALSE,"csp_7_5","TYPE2|1",69,"TYPMR4-4","edu.3","Male","G"
35428,"40245",FALSE,"csp_7_8","TYPE2|1",83,"TYPMR4-4","edu.1","Male","G"
35429,"40245",FALSE,"csp_7_1","TYPE2|1",84,"TYPMR1-1","edu.1","Male","B"
35431,"40246",FALSE,"csp_7_7","TYPE2|1",73,"TYPMR4-4","edu.1.4","Female","B"
35433,"40248",TRUE,"csp_8_5","TYPE2|2",16,"TYPMR4-1","edu.3","Male","B"
35434,"40248",FALSE,"csp_6_7","TYPE1|1",26,"TYPMR4-1","edu.1.6","Male","G"
35436,"40251",FALSE,"csp_3_7","TYPE1|1",41,"TYPMR4-1","edu.1.8","Male","G"
35438,"40253",FALSE,"csp_2_2","TYPE1|1",43,"TYPMR1-1","edu.1.8","Male","G"
35440,"40255",FALSE,"csp_7_7","TYPE2|1",71,"TYPMR1-2","edu.1","Female","G"
35450,"40264",FALSE,"csp_6_2","TYPE1|1",45,"TYPMR4-1","edu.1.5","Male","B"
35451,"40264",FALSE,"csp_6_2","TYPE1|1",51,"TYPMR4-1","edu.1.4","Male","G"
35454,"40264",FALSE,"csp_7_5","TYPE2|1",65,"TYPMR4-4","edu.1.4","Female","B"
35458,"40268",FALSE,"csp_7_5","TYPE2|1",66,"TYPMR4-4","edu.1.7","Female","G"
35463,"40271",FALSE,"csp_7_8","TYPE2|1",67,"TYPMR4-4","edu.1.1","Male","G"
35464,"40272",TRUE,"csp_8_4","TYPE2|2",15,"TYPMR4-1","edu.1.2","Female","B"
35466,"40272",FALSE,"csp_7_5","TYPE2|1",75,"TYPMR4-4","edu.1.2","Female","G"
35467,"40272",FALSE,"csp_7_8","TYPE2|1",70,"TYPMR1-2","edu.2","Female","G"
35468,"40272",FALSE,"csp_7_1","TYPE2|1",84,"TYPMR1-1","edu.1.5","Male","B"
35469,"40272",FALSE,"csp_7_7","TYPE2|1",79,"TYPMR4-4","edu.1.3","Female","G"
35470,"40273",FALSE,"csp_7_7","TYPE2|1",77,"TYPMR4-4","edu.1.1","Male","B"
35472,"40273",FALSE,"csp_6_7","TYPE1|1",40,"TYPMR4-1","edu.1.3","Female","B"
35473,"40273",FALSE,"csp_7_1","TYPE2|1",67,"TYPMR4-4","edu.1.3","Male","B"
35476,"40273",FALSE,"csp_4_3","TYPE1|1",36,"TYPMR1-2","edu.1.6","Female","G"
35477,"40277",FALSE,"csp_7_7","TYPE2|1",72,"TYPMR4-4","edu.1.1","Female","G"
35478,"40277",FALSE,"csp_7_8","TYPE2|1",78,"TYPMR1-2","edu.1.5","Female","G"
35479,"40278",FALSE,"csp_6_2","TYPE1|1",50,"TYPMR4-2","edu.1.3","Male","G"
35484,"40279",FALSE,"csp_5_2","TYPE1|1",60,"TYPMR4-2","edu.1.2","Male","G"
35485,"40279",FALSE,"csp_5_6","TYPE1|1",40,"TYPMR3-2","edu.1.6","Female","G"
35486,"40279",FALSE,"csp_7_7","TYPE2|1",87,"TYPMR4-4","edu.1.4","Female","G"
35489,"40279",FALSE,"csp_4_3","TYPE1|1",51,"TYPMR4-1","edu.1.4","Female","B"
35491,"40279",FALSE,"csp_7_1","TYPE2|1",77,"TYPMR4-4","edu.1.1","Male","B"
35495,"40280",FALSE,"csp_8_5","TYPE2|5",24,"TYPMR3-2","edu.1.2","Male","G"
35496,"40280",TRUE,"csp_8_4","TYPE2|2",17,"TYPMR4-4","edu.3","Male","B"
35500,"40281",FALSE,"csp_5_5","TYPE1|2",60,"TYPMR1-1","edu.1.2","Male","G"
35501,"40281",FALSE,"csp_7_8","TYPE2|1",63,"TYPMR1-2","edu.1.3","Female","G"
35502,"40281",FALSE,"csp_5_2","TYPE1|1",43,"TYPMR3-2","edu.1.2","Female","G"
35503,"40281",TRUE,"csp_8_4","TYPE2|2",18,"TYPMR4-1","edu.3","Male","B"
35504,"40281",FALSE,"csp_4_6","TYPE1|1",56,"TYPMR4-1","edu.1.3","Female","B"
35508,"40282",FALSE,"csp_7_5","TYPE2|1",61,"TYPMR4-4","edu.1.3","Male","G"
35509,"40282",FALSE,"csp_7_7","TYPE2|1",71,"TYPMR4-4","edu.1.4","Female","B"
35511,"40282",FALSE,"csp_5_2","TYPE1|1",60,"TYPMR1-1","edu.1.3","Male","G"
35512,"40282",FALSE,"csp_7_4","TYPE2|1",69,"TYPMR4-4","edu.1.3","Male","G"
35514,"40283",FALSE,"csp_2_2","TYPE1|1",51,"TYPMR4-1","edu.1.3","Female","G"
35515,"40283",FALSE,"csp_3_8","TYPE1|1",39,"TYPMR4-1","edu.1.8","Male","G"
35525,"40284",FALSE,"csp_7_7","TYPE2|1",84,"TYPMR4-4","edu.1.2","Male","G"
35526,"40284",FALSE,"csp_7_5","TYPE2|1",65,"TYPMR4-4","edu.1.3","Male","G"
35528,"40284",FALSE,"csp_4_7","TYPE1|1",26,"TYPMR1-1","edu.1.6","Male","G"
35529,"40284",FALSE,"csp_6_3","TYPE1|2",23,"TYPMR1-1","edu.1.3","Male","G"
35532,"40284",FALSE,"csp_3_7","TYPE1|1",49,"TYPMR4-1","edu.1.6","Male","G"
35533,"40284",FALSE,"csp_3_3","TYPE1|1",56,"TYPMR4-1","edu.1.8","Male","G"
35534,"40286",FALSE,"csp_7_1","TYPE2|1",87,"TYPMR1-1","edu.1.1","Male","B"
35535,"40286",FALSE,"csp_5_3","TYPE1|2",34,"TYPMR4-3","edu.1.3","Male","G"
35537,"40287",FALSE,"csp_3_4","TYPE1|1",42,"TYPMR4-1","edu.1.8","Male","G"
35538,"40287",FALSE,"csp_8_5","TYPE2|4",41,"TYPMR4-2","edu.3","Female","B"
35539,"40287",FALSE,"csp_7_5","TYPE2|1",88,"TYPMR4-4","edu.1.9","Female","G"
35541,"40288",FALSE,"csp_8_1","TYPE1|2",22,"TYPMR3-2","edu.1.7","Male","G"
35543,"40291",FALSE,"csp_4_7","TYPE1|1",28,"TYPMR1-1","edu.1.7","Male","G"
35544,"40291",FALSE,"csp_6_8","TYPE1|1",58,"TYPMR4-1","edu.1.3","Female","B"
35545,"40292",TRUE,"csp_8_4","TYPE2|2",17,"TYPMR4-1","edu.1.1","Female","B"
35546,"40292",FALSE,"csp_7_1","TYPE2|1",94,"TYPMR1-2","edu.1","Female","G"
35548,"40293",FALSE,"csp_6_3","TYPE1|1",49,"TYPMR1-1","edu.1.3","Male","G"
35554,"40296",FALSE,"csp_6_3","TYPE1|1",48,"TYPMR1-1","edu.1.3","Male","B"
35556,"40296",FALSE,"csp_7_7","TYPE2|1",94,"TYPMR4-1","edu.1.1","Female","B"
35558,"40296",FALSE,"csp_3_4","TYPE1|1",42,"TYPMR1-2","edu.1.8","Female","G"
35563,"40304",FALSE,"csp_6_5","TYPE1|1",41,"TYPMR4-1","edu.1.3","Male","G"
35564,"40304",FALSE,"csp_7_8","TYPE2|1",88,"TYPMR4-4","edu.2","Male","G"
35568,"40307",FALSE,"csp_5_6","TYPE1|2",43,"TYPMR4-2","edu.1","Female","G"
35572,"40309",FALSE,"csp_8_5","TYPE2|4",56,"TYPMR4-2","edu.1.3","Female","B"
35575,"40310",FALSE,"csp_7_2","TYPE2|1",84,"TYPMR4-4","edu.1.1","Female","B"
35577,"40310",FALSE,"csp_7_2","TYPE2|1",80,"TYPMR1-2","edu.2","Female","G"
35578,"40310",FALSE,"csp_3_3","TYPE1|1",59,"TYPMR1-1","edu.1.3","Male","G"
35580,"40310",FALSE,"csp_7_1","TYPE2|1",76,"TYPMR4-4","edu.1.1","Male","B"
35581,"40310",FALSE,"csp_2_2","TYPE1|1",48,"TYPMR4-2","edu.1.3","Male","G"
35584,"40311",FALSE,"csp_3_7","TYPE1|1",54,"TYPMR3-1","edu.3","Male","G"
35586,"40312",FALSE,"csp_7_5","TYPE2|1",91,"TYPMR1-2","edu.1.4","Female","G"
35587,"40312",FALSE,"csp_7_2","TYPE2|1",78,"TYPMR4-4","edu.2","Female","B"
35589,"40312",FALSE,"csp_5_5","TYPE1|1",34,"TYPMR4-1","edu.1.3","Female","G"
35591,"40312",FALSE,"csp_7_7","TYPE2|1",70,"TYPMR1-2","edu.1.1","Female","G"
35593,"40312",FALSE,"csp_7_7","TYPE2|1",66,"TYPMR4-4","edu.1.1","Male","G"
35594,"40312",FALSE,"csp_4_6","TYPE1|1",49,"TYPMR4-3","edu.1.6","Female","B"
35595,"40312",FALSE,"csp_5_6","TYPE1|1",48,"TYPMR4-1","edu.1.5","Female","G"
35596,"40312",FALSE,"csp_5_2","TYPE1|1",48,"TYPMR4-1","edu.1.4","Female","G"
35599,"40312",FALSE,"csp_6_2","TYPE1|1",34,"TYPMR4-1","edu.1.5","Male","G"
35600,"40312",FALSE,"csp_7_7","TYPE2|1",62,"TYPMR1-2","edu.1.7","Female","G"
35605,"40312",FALSE,"csp_4_2","TYPE1|1",32,"TYPMR3-2","edu.1.6","Female","G"
35606,"40312",FALSE,"csp_5_6","TYPE1|2",56,"TYPMR3-2","edu.1.3","Female","G"
35607,"40312",FALSE,"csp_5_2","TYPE1|1",67,"TYPMR3-2","edu.1.7","Female","G"
35609,"40313",FALSE,"csp_4_6","TYPE1|1",39,"TYPMR4-1","edu.1.7","Female","G"
35614,"40313",TRUE,"csp_8_4","TYPE2|2",25,"TYPMR1-2","edu.1.5","Female","B"
35618,"40314",FALSE,"csp_5_2","TYPE1|1",48,"TYPMR4-1","edu.1.6","Female","G"
35622,"40317",FALSE,"csp_8_5","TYPE2|5",24,"TYPMR4-4","edu.3","Male","G"
35627,"40319",FALSE,"csp_7_2","TYPE2|1",69,"TYPMR4-4","edu.1.5","Male","B"
35630,"40324",FALSE,"csp_7_5","TYPE2|1",67,"TYPMR4-4","edu.1.8","Female","G"
35633,"40327",FALSE,"csp_7_5","TYPE2|1",66,"TYPMR4-3","edu.1.8","Male","B"
35634,"40328",FALSE,"csp_7_5","TYPE2|1",79,"TYPMR4-4","edu.1.3","Male","G"
35637,"40331",FALSE,"csp_4_7","TYPE1|2",32,"TYPMR4-3","edu.1.8","Male","G"
35640,"40332",FALSE,"csp_7_5","TYPE2|1",76,"TYPMR1-2","edu.1.7","Female","G"
35643,"41001",TRUE,"csp_8_4","TYPE2|2",17,"TYPMR4-1","edu.1.2","Female","B"
35644,"41002",FALSE,"csp_7_7","TYPE2|1",79,"TYPMR4-4","edu.1.3","Female","B"
35645,"41002",FALSE,"csp_1_1","TYPE1|1",55,"TYPMR4-1","edu.1.6","Male","G"
35647,"41003",FALSE,"csp_3_7","TYPE1|1",42,"TYPMR4-1","edu.1.7","Male","B"
35648,"41004",FALSE,"csp_2_2","TYPE1|1",33,"TYPMR4-1","edu.1.4","Male","G"
35650,"41007",FALSE,"csp_6_7","TYPE1|1",60,"TYPMR1-2","edu.1.2","Female","B"
35652,"41009",FALSE,"csp_7_2","TYPE2|1",73,"TYPMR1-2","edu.1.2","Female","B"
35653,"41010",FALSE,"csp_7_5","TYPE2|1",76,"TYPMR1-1","edu.1.3","Male","B"
35654,"41010",FALSE,"csp_8_5","TYPE2|5",43,"TYPMR3-2","edu.1.4","Female","B"
35658,"41018",FALSE,"csp_4_2","TYPE1|2",45,"TYPMR4-2","edu.1.7","Female","B"
35660,"41018",FALSE,"csp_3_8","TYPE1|1",45,"TYPMR4-2","edu.1.6","Male","B"
35663,"41018",FALSE,"csp_7_8","TYPE2|1",88,"TYPMR4-4","edu.1.1","Female","B"
35664,"41018",FALSE,"csp_2_1","TYPE1|1",47,"TYPMR4-1","edu.1.6","Female","B"
35667,"41018",FALSE,"csp_2_1","TYPE1|1",66,"TYPMR4-1","edu.1.3","Male","G"
35668,"41018",FALSE,"csp_4_3","TYPE1|2",49,"TYPMR4-4","edu.1.5","Female","B"
35669,"41018",FALSE,"csp_7_8","TYPE2|1",85,"TYPMR4-4","edu.2","Male","B"
35670,"41018",FALSE,"csp_7_8","TYPE2|1",80,"TYPMR4-4","edu.1.1","Male","B"
35672,"41018",TRUE,"csp_8_4","TYPE2|2",24,"TYPMR1-2","edu.1.4","Female","B"
35673,"41018",FALSE,"csp_5_6","TYPE1|1",47,"TYPMR4-3","edu.1.3","Female","B"
35674,"41018",FALSE,"csp_5_4","TYPE1|1",50,"TYPMR3-2","edu.1.6","Female","G"
35680,"41018",FALSE,"csp_3_3","TYPE1|1",43,"TYPMR4-1","edu.1.8","Female","B"
35681,"41018",FALSE,"csp_3_7","TYPE1|1",59,"TYPMR1-2","edu.1.3","Female","B"
35682,"41018",FALSE,"csp_5_6","TYPE1|1",20,"TYPMR4-3","edu.1.5","Female","B"
35683,"41018",FALSE,"csp_8_5","TYPE2|4",58,"TYPMR1-2","edu.3","Female","B"
35685,"41018",FALSE,"csp_2_1","TYPE1|1",50,"TYPMR4-1","edu.1.7","Male","G"
35689,"41018",FALSE,"csp_4_6","TYPE1|1",33,"TYPMR4-1","edu.1.5","Male","B"
